-3.071292503257382123e+01 2.144380273446495266e+01 1.036212387158950833e+03
-3.071260461273949005e+01 2.144390065758215869e+01 1.036058822009279311e+03
-3.071307785140169244e+01 2.144355378481279217e+01 1.036258538027287159e+03
-3.071287979381557420e+01 2.144319463837578965e+01 1.035892066584594204e+03
-3.071333675436599719e+01 2.144259857110581535e+01 1.036114732175368772e+03
-3.071360888182082149e+01 2.144282329711352020e+01 1.036482124644380292e+03
-3.071371988615751647e+01 2.144369867750073411e+01 1.036799894905423571e+03
-3.071468759025135853e+01 2.144295382412796158e+01 1.037385893178094648e+03
-3.071588070623020528e+01 2.144291269658855370e+01 1.038071713490724278e+03
-3.071440193970888188e+01 2.144422670092099992e+01 1.037752917866207326e+03
-3.071567189087151917e+01 2.144480851963530910e+01 1.038799228701542916e+03
-3.071423080134347572e+01 2.144476589282091794e+01 1.037768308709005623e+03
-3.071437679257683229e+01 2.144535048247833586e+01 1.038063709113959021e+03
-3.071460399451699885e+01 2.144636064624809535e+01 1.038736575380434715e+03
-3.071363295001136962e+01 2.144681859298170679e+01 1.038157597494358470e+03
-3.071303188790014360e+01 2.144608770233529071e+01 1.037349254708038870e+03
-3.071273189685695115e+01 2.144689669358245609e+01 1.037444222087590106e+03
-3.071206799694843781e+01 2.144597261957591172e+01 1.036566612871725965e+03
-3.071327294050716006e+01 2.144499255445101227e+01 1.037136133208095316e+03
-3.071362785750221747e+01 2.144567165291804756e+01 1.037685687085699783e+03
-3.071375785012276438e+01 2.144490155631983086e+01 1.037486803162537171e+03
-3.071400672088082828e+01 2.144079964295208285e+01 1.035730287236006006e+03
-3.071105055502193437e+01 2.143999567798613626e+01 1.033263895152143050e+03
-3.071233780991388329e+01 2.144052476282834618e+01 1.034436725915766601e+03
-3.070970191809874095e+01 2.144022491435278610e+01 1.032453923027474957e+03
-3.070902080251566346e+01 2.144198957973019759e+01 1.032671599295750184e+03
-3.071090183927031703e+01 2.144285560506687816e+01 1.034409790324176356e+03
-3.071126402313659298e+01 2.144431138701364148e+01 1.035281670362845944e+03
-3.071184169683177245e+01 2.144335477179292937e+01 1.035229803076908865e+03
-3.071217485780604761e+01 2.144296248014198270e+01 1.035310329189842378e+03
-3.071002790648783076e+01 2.144567673322102408e+01 1.034892819512769165e+03
-3.071020998236699384e+01 2.144646252149997778e+01 1.035070453018744047e+03
-3.070947266105034856e+01 2.144870358055004544e+01 1.034983587742804957e+03
-3.070326375683508502e+01 2.144994958313513678e+01 1.031276152574886737e+03
-3.071131080789001544e+01 2.144762372095820879e+01 1.036583089737726823e+03
-3.071268691608258550e+01 2.144791963467115892e+01 1.037902253517206645e+03
-3.071367774185472399e+01 2.144794159007385304e+01 1.038431959082804269e+03
-3.071519777785239924e+01 2.144785840338548866e+01 1.039807928584100409e+03
-3.071618782944590365e+01 2.144611550236814779e+01 1.039571051267676694e+03
-3.071639583363525006e+01 2.144653758874689586e+01 1.040064138191320126e+03
-3.071747872986942696e+01 2.144360860260013979e+01 1.039475478318830255e+03
-3.071702288698149630e+01 2.144088744374563404e+01 1.037597431687082917e+03
-3.071520689025845385e+01 2.144011331769125661e+01 1.036121422003782527e+03
-3.071221269476876614e+01 2.143731469051562755e+01 1.032902862459580092e+03
-3.070563953456532147e+01 2.143453565458927557e+01 1.027056271248712392e+03
-3.070864841801807898e+01 2.142475861397316450e+01 1.028009175562686778e+03
-3.069525475768259426e+01 2.142857583619200668e+01 1.020952664903440223e+03
-3.071572064590399265e+01 2.143785261219539251e+01 1.035276248584493942e+03
-3.068682041404655081e+01 2.141461183768510779e+01 1.019070109661147512e+03
-3.070711366272664478e+01 2.140625260619423287e+01 1.031379269261442460e+03
-3.071866274509955730e+01 2.142246558021937375e+01 1.033352875942905484e+03
-3.071799371886215724e+01 2.143501355750396442e+01 1.035319198082644789e+03
-3.072141455121860787e+01 2.143769673774412965e+01 1.038294894061531750e+03
-3.072281987668363712e+01 2.144398666535903430e+01 1.042750426879922770e+03
-3.071556282801831017e+01 2.145299078519666480e+01 1.041022205079459582e+03
-3.071018476814340303e+01 2.145643273658877703e+01 1.037734338843809837e+03
-3.070684586789123571e+01 2.146057190023103445e+01 1.034802718968009913e+03
-3.068165568027589529e+01 2.144696388219222527e+01 1.017780170215624480e+03
-3.068682055841317435e+01 2.147316761863283929e+01 1.025098674680102931e+03
-3.070420599530202210e+01 2.148236417994359471e+01 1.040472069108677942e+03
-3.072764926755732517e+01 2.147958854327569611e+01 1.052440889502508526e+03
-3.073201259974220534e+01 2.144371764785999446e+01 1.049331005137430793e+03
-3.073363493949774039e+01 2.142884853941215795e+01 1.049932896222460386e+03
-3.072764889897258911e+01 2.140819034251752129e+01 1.045204319471634790e+03
